#Station	ID_st	State	Name	No.records	Long	Lat	1_2013	2_2013	3_2013	4_2013	5_2013	6_2013	7_2013	8_2013	9_2013	10_2013	11_2013	12_2013	1_2014	2_2014	3_2014	4_2014	5_2014	6_2014	7_2014	8_2014	9_2014	10_2014	11_2014	12_2014	1_2015	2_2015	3_2015	4_2015	5_2015	6_2015	7_2015	8_2015	9_2015	10_2015	11_2015	12_2015	1_2016	2_2016	3_2016	4_2016	5_2016	6_2016	7_2016	8_2016	9_2016	10_2016	11_2016	12_2016	1_2017	2_2017	3_2017	4_2017	5_2017	6_2017	7_2017	8_2017	9_2017	10_2017	11_2017	12_2017	1_2018	2_2018	3_2018	4_2018	5_2018	6_2018	7_2018	8_2018	9_2018	10_2018	11_2018	12_2018	1_2019	2_2019	3_2019	4_2019	5_2019	6_2019	7_2019	8_2019	9_2019	10_2019	11_2019	12_2019	1_2020	2_2020	3_2020	4_2020	5_2020	6_2020	7_2020	8_2020	9_2020	10_2020	11_2020	12_2020	1_2021	2_2021	3_2021	4_2021	5_2021	6_2021	7_2021	8_2021	9_2021	10_2021	11_2021	12_2021	1_2022	2_2022	3_2022	4_2022	5_2022	6_2022	7_2022	8_2022	9_2022	10_2022	11_2022	12_2022	1_2023	2_2023	3_2023	4_2023	5_2023	6_2023	7_2023	8_2023	9_2023	10_2023	11_2023	12_2023	1_2024	2_2024	3_2024	4_2024	5_2024	6_2024	7_2024	8_2024	9_2024	10_2024	11_2024	12_2024	1_2025	2_2025	3_2025	4_2025	5_2025	6_2025	7_2025	8_2025	9_2025	10_2025	11_2025	12_2025	1_2026	2_2026	3_2026	4_2026	5_2026	Unnamed: 168
SJCBS	(1116)	BCS	SAN JOSE DEL CABO	117	-109.67	23.05	-99.0	-99.0	-99.0	0.0	0.0	0.0	5.5	111.5	111.0	128.0	17.0	0.0	-99.0	0.0	0.0	0.0	0.0	-99.0	16.5	113.0	387.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	8.0	0.0	0.0	0.0	145.2	-99.0	19.3	134.9	0.01	0.0	15.0	2.0	0.0	0.0	0.0	0.0	0.0	12.0	121.0	46.01	25.01	264.5	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	143.02	0.0	-99.0	0.01	0.0	1.0	0.0	0.0	0.0	0.0	2.01	4.01	67.0	114.0	57.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	2.1	-99.0	2.0	106.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	21.0	53.0	63.0	85.01	3.0	0.0	0.01	0.0	0.0	0.0	0.0	12.0	0.0	34.0	169.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	8.01	0.0	9.0	30.0	255.01	44.5	0.0	23.0	0.0	0.0	0.0	0.0	0.0	
ATPMX	(1117)	MEX	"""ATLACOMULCO PREPA."	138	-99.87	19.78	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	11.4	0.0	2.9	21.5	94.9	17.3	153.2	172.5	148.8	125.0	174.6	37.9	9.3	8.6	14.8	6.0	55.3	16.9	68.6	183.2	197.2	279.6	110.9	25.8	70.5	14.5	0.0	0.0	55.4	31.8	88.6	113.6	135.2	193.2	131.9	30.7	14.8	-99.0	-99.0	43.9	5.8	107.1	67.4	295.91	-99.0	264.1	215.11	166.81	156.61	-99.0	23.0	8.21	13.63	0.01	-99.0	251.02	242.1	206.3	166.71	131.11	53.9	-99.0	35.4	17.41	38.4	78.3	37.5	160.4	248.81	285.1	117.2999988	-99.0	0.01	-99.0	16.8	0.0	39.3	37.6	-99.0	172.6	253.1	243.1	232.2	55.0	0.0	-99.0	17.5	38.2	12.3	72.7	49.61	137.9	-99.0	194.8	86.6	102.01	-99.0	-99.0	0.01	14.7	85.91	-99.0	97.31	31.6	207.41	193.7	47.0	127.8	-99.0	-99.0	8.71	14.3	-99.0	4.73	40.8	244.01	234.91	261.1	255.3	13.71	5.7	-99.0	19.1	20.9	5.2	-99.0	158.4	244.4	129.92	218.3	242.8	46.2	3.8	-99.0	32.1	0.01	55.8	97.1	164.31	
CGCMX	(1118)	MEX	GERENCIA C.N.A. CODAGEM	141	-99.51	19.21	-99.0	-99.0	-99.0	29.1	-99.0	73.7	141.4	141.0	199.4	42.8	-99.0	-99.0	-99.0	-99.0	4.32	19.45	75.65	80.84	131.61	-99.0	113.05	80.32	19.7	5.9	0.1	8.5	72.4	40.5	226.4	145.8	243.3	193.1	146.1	14.8	8.0	1.1	9.6	4.7	26.5	7.2	45.6	187.9	182.4	224.8	175.6	50.9	90.2	-99.0	0.0	0.0	26.2	26.9	90.8	106.3	172.8	247.9	117.0	69.6	0.0	-99.0	18.8	29.0	8.92	52.8	101.3	165.83	-99.0	150.0	134.42	124.07	70.35	-99.0	2.71	7.61	1.61	23.5	19.55	125.36	149.1	128.09	84.86	95.35	29.5	-99.0	2.8	2.0	20.2	38.4	16.53	66.3	232.6	135.02	189.9399973	-99.0	0.1	-99.0	0.0	0.0	29.4	52.3	101.4	145.5	151.12	216.8	233.8	52.7	0.5	-99.0	3.52	2.0	22.4	57.2	33.41	169.7	-99.0	120.2	80.2	55.01	30.01	-99.0	2.01	0.0	24.51	39.0	105.72	36.82	204.51	147.43	66.9	70.23	-99.0	-99.0	0.11	15.5	0.02	16.51	14.52	143.2	174.83	256.81	109.53	52.52	10.8	-99.0	21.5	23.1	10.61	3.71	78.42	248.12	108.96	155.91	172.41	29.5	0.0	-99.0	5.7	2.84	51.41	56.12	102.72	
IXCMX	(1119)	MEX	IXTLAHUACA	86	-99.77	19.57	-99.0	-99.0	-99.0	0.0	-99.0	90.5	128.4	89.4	198.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.03	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	11.8	35.7	1.2	151.8	190.8	170.1	199.6	114.8	1.0	21.1	-99.0	0.0	0.0	11.1	17.1	62.0	119.2	181.3	136.8	125.6	55.2	2.6	-99.0	-99.0	3.8	2.5	48.7	53.3	175.82	-99.0	178.9	161.05	77.25	53.41	-99.0	0.02	0.0	5.91	10.4	6.03	137.42	138.2	59.43	45.92	158.92	-99.0	-99.0	16.8	11.01	24.9	44.0	19.02	72.6	122.81	179.7	70.87000037	-99.0	0.0	-99.0	1.9	0.4	22.31	24.0	58.9	69.22	147.23	164.3	204.9	75.7	-99.0	-99.0	7.62	0.0	3.0	17.2	31.0	59.4	-99.0	-99.0	-99.0	40.12	14.8	-99.0	0.01	2.6	2.32	-99.0	85.3	-99.0	-99.0	69.14	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	54.9	-99.0	-99.0	-99.0	117.41	-99.0	-99.0	-99.0	-99.0	-99.0	20.71	-99.0	101.73	
SJHMX	(1120)	MEX	S.J. HUERTAS	110	-99.71	19.21	-99.0	-99.0	-99.0	21.3	-99.0	171.7	107.3	104.4	126.4	69.3	23.5	-99.0	-99.0	20.4	0.0	10.5	72.4	171.1	81.5	111.9	75.3	29.5	5.4	0.0	0.0	-99.0	27.0	15.3	82.1	100.4	120.5	156.6	136.7	31.4	16.3	-99.0	42.2	13.9	24.4	0.0	75.9	138.3	133.2	171.9	133.7	32.4	37.1	-99.0	0.0	0.0	23.0	28.0	150.8	50.8	149.4	151.3	140.4	28.9	0.0	-99.0	18.9	27.6	4.8	75.7	99.4	141.3	-99.0	234.3	166.6	109.5	113.4	-99.0	0.0	5.4	24.4	28.9	90.5	136.0	143.3	89.8	170.6	91.3	67.3	-99.0	7.4	7.5	0.0	-99.0	-99.0	-99.0	153.9	103.9	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	133.1	146.6	8.7	-99.0	47.0	12.9	17.9	112.1	107.0	263.5	-99.0	380.8	182.1	99.1	52.5	-99.0	0.0	0.0	23.3	-99.0	179.2	128.2	289.2	224.1	88.7	148.5	-99.0	-99.0	0.0	24.9	0.0	8.7	57.1	165.5	373.0	567.2	436.4	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
TBRMX	(1121)	MEX	TRES BARRANCAS	139	-99.8	19.33	-99.0	-99.0	-99.0	38.5	94.2	134.0	132.8	145.0	207.9	61.3	38.8	-99.0	-99.0	5.31	0.01	39.1	145.61	236.52	191.94	177.6	108.34	105.24	-99.0	-99.0	0.0	15.2	43.3	2.5	184.5	87.9	200.5	180.1	190.7	18.0	3.0	-99.0	14.5	5.5	35.3	9.6	79.9	188.5	109.0	194.3	130.8	53.6	50.5	-99.0	0.1	0.0	11.1	19.1	119.7	103.3	268.2	214.7	189.8	47.0	0.0	-99.0	-99.0	26.6	15.5	51.0	70.6	278.04	-99.0	233.8	207.21	88.63	44.9	-99.0	4.01	2.0	15.5	6.51	54.05	166.35	132.4	182.12	75.52	85.24	75.5	-99.0	4.3	4.52	27.0	29.0	22.09	98.8	206.32	266.28	70.52000063	-99.0	0.0	-99.0	0.5	0.4	16.7	16.7	74.0	-99.0	130.22	174.9	172.7	61.2	34.14	-99.0	1.8	2.7	2.5	41.9	19.31	194.1	-99.0	150.4	132.1	31.2	38.44	-99.0	0.9	0.0	16.52	-99.0	38.31	45.72	195.32	164.96	68.8	65.66	71.1	-99.0	1.11	21.01	0.0	18.7	-99.0	117.51	212.33	304.11	226.92	31.62	0.8	-99.0	37.8	23.6	0.0	3.4	111.51	259.01	110.85	153.41	242.7	53.3	0.5	-99.0	27.3	3.9	37.43	87.12	89.12	
TJCMX	(1122)	MEX	EL TEJOCOTE	129	-98.9	19.44	-99.0	-99.0	-99.0	10.9	-99.0	125.5	195.7	99.1	145.0	73.1	69.1	-99.0	-99.0	0.0	4.8	2.04	78.3	194.21	118.21	116.9	136.9	82.4	-99.0	-99.0	0.0	16.8	80.9	35.0	176.1	96.9	182.8	128.5	201.4	45.3	10.3	9.6	10.1	8.3	23.1	10.2	63.4	142.4	194.0	250.9	126.2	17.1	31.5	39.4	0.0	0.0	9.0	24.1	49.1	100.0	161.9	169.7	116.9	25.9	11.4	-99.0	-99.0	20.7	-99.0	93.8	57.4	273.0	-99.0	250.0	167.91	86.41	54.01	-99.0	8.11	0.91	5.9	11.13	7.91	109.6	181.1	101.02	145.41	135.41	35.8	-99.0	10.8	5.21	29.6	43.5	10.54	58.7	202.21	261.42	159.039998	-99.0	0.2	-99.0	3.3	0.0	8.5	-99.0	86.8	108.11	160.11	251.3	247.4	51.5	0.0	-99.0	4.61	1.6	0.7	-99.0	26.01	84.4	-99.0	138.9	79.9	57.61	28.94	-99.0	0.0	0.0	-99.0	-99.0	56.93	21.03	216.72	177.53	55.0	111.62	75.51	-99.0	0.7	17.42	0.01	-99.0	9.0	218.81	278.61	253.25	225.32	38.53	1.4	-99.0	15.9	27.9	3.8	0.01	147.5	199.14	126.33	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
DGNMC	(1124)	MICH	DE GONZALO	93	-102.4	20.3	-99.0	-99.0	-99.0	0.0	11.8	53.6	159.0	61.4	113.2	0.0	0.0	0.0	-99.0	0.0	0.0	0.0	29.8	77.2	52.4	120.2	178.4	77.4	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	20.0	0.0	11.0	0.0	24.0	158.4	134.6	151.3	121.6	25.8	30.0	1.8	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	10.0	21.8	0.0	0.0	14.8	52.2	-99.0	34.0	3.0	20.4	17.5	1.0	3.4	0.0	0.0	0.0	15.0	11.8	22.0	9.0	14.2	70.1	34.8	0.2	0.8	18.8	0.2	0.4	14.8	78.0	181.0	58.8	-99.0	-99.0	0.0	0.0	0.0	0.0	0.0	0.0	13.2	27.6	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	22.6	56.4	4.6	18.2	23.4	1.4	10.8	0.0	0.0	7.2	32.8	8.0	2.2	-99.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	2.5	1.2	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
DRDSI	(1126)	SIN	EL DORADO	18	-107.35	24.32	-99.0	-99.0	-99.0	0.0	0.0	0.0	35.0	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	30.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	88.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	15.02	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	74.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	-99.0	
OCTSL	(1128)	SLP	OJO CALIENTE	143	-100.76	21.85	-99.0	-99.0	-99.0	0.0	34.0	98.6	70.7	31.2	104.6	21.7	52.0	41.4	-99.0	0.0	-99.0	30.9	35.7	65.5	114.7	49.1	80.0	23.4	16.9	10.4	5.9	0.0	75.1	18.5	131.3	77.7	34.0	22.5	24.0	158.8	3.1	3.1	6.1	15.4	9.0	10.3	25.2	95.5	49.7	54.9	38.7	12.8	30.4	0.2	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	2.4	15.9	0.01	2.9	55.5	161.53	-99.0	49.6	134.14	18.25	24.52	0.0	3.4	0.0	0.6	2.5	0.17	75.86	16.7	83.45	68.22	83.91	0.3	10.9	9.0	0.0	23.5	5.6	16.6	86.2	86.51	17.11	48.91000086	-99.0	6.3	2.1	4.8	0.0	0.0	3.4	58.5	97.31	102.1	60.8	78.5	13.3	0.31	1.4	0.0	0.3	0.0	12.0	8.61	13.4	-99.0	84.8	76.8	16.11	15.01	2.6	0.01	0.0	0.03	-99.0	30.02	11.8	27.13	33.93	4.7	17.06	22.91	31.54	0.01	9.0	0.0	0.0	21.7	138.3	109.2	12.52	33.4	5.31	0.0	8.0	0.7	1.5	0.0	0.0	43.4	45.04	90.8	49.4	95.44	5.8	0.0	11.4	0.0	0.01	9.5	23.91	56.01	
HNGBN	(1130)	BC	EL HONGO	101	-116.3	32.52	-99.0	-99.0	-99.0	-99.0	10.8	-99.0	22.6	-99.0	15.1	21.8	18.3	-99.0	-99.0	-99.0	-99.0	10.1	-99.0	7.8	-99.0	6.1	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	35.9	-99.0	-99.0	0.0	0.0	0.0	-99.0	55.0	0.0	9.1	32.7	-99.0	-99.0	-99.0	15.42	3.62	24.3	0.0	2.4	0.0	33.11	0.0	82.8	77.31	4.2	2.31	93.8	20.1	1.0	0.0	0.0	0.0	0.0	-99.0	14.8	18.2	66.3	1.8	52.3	3.8	0.0	0.0	0.0	13.0	0.0	11.1	0.0	67.2	6.0	36.5	39.1	5.1	0.0	0.0	-99.0	26.0	70.0	0.0	30.0	14.8	-99.0	61.8	85.2	0.0	0.0	1.5	22.9	23.3	0.0	0.0	36.1	3.0	-99.0	-99.0	-99.0	14.6	4.4	0.0	4.81	15.6	0.0	0.0	1.0	0.0	0.0	-99.0	83.7	13.9	0.0	0.0	0.0	3.4	14.62	1.8	26.7	10.1	16.8	0.0	0.0	7.2	5.02	
PBCDF	(1131)	CDMX	P. B. CHURUBUSCO L(CH.LAGO)	130	-99.06	19.43	-99.0	-99.0	-99.0	-99.0	25.1	93.4	77.1	87.2	89.2	35.1	16.4	0.2	-99.0	1.0	14.3	43.7	38.9	245.8	106.4	113.4	65.1	169.8	6.6	41.1	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	6.9	0.0	15.7	35.1	144.9	124.1	138.7	89.3	40.2	34.4	7.5	1.6	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	10.7	0.8	11.17	34.3	87.9	100.85	-99.0	144.8	164.09	66.29	26.41	2.03	7.05	0.51	7.11	12.18	29.2	112.78	126.5	87.11	62.48	77.22	15.4	0.0	0.0	0.0	0.0	5.3	37.08	50.3	90.16	55.37	30.23000026	-99.0	0.0	0.0	10.7	1.5	1.02	22.1	55.1	120.64	53.57	118.3	76.2	51.3	0.0	0.0	10.42	7.6	2.8	33.8	5.84	50.5	-99.0	133.1	58.4	62.72	8.63	18.28	3.81	0.0	45.21	-99.0	16.5	34.25	-99.0	130.21	39.4	20.06	16.95	17.62	1.0	18.75	0.0	9.45	25.0	18.5	2.5	13.44	31.99	9.53	0.8	0.5	7.0	4.5	5.25	2.01	9.06	140.75	109.2	114.0	225.75	43.8	0.0	2.0	0.0	0.5	21.25	33.5	79.0	
BLNJL	(1132)	JAL	BOLAÑOS	107	-103.78	21.83	-99.0	-99.0	-99.0	-99.0	0.0	83.6	185.4	119.7	188.1	28.6	-99.0	-99.0	-99.0	0.0	0.01	-99.0	-99.0	104.21	78.6	150.52	91.54	120.52	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	17.3	11.0	0.0	0.0	25.3	149.0	-99.0	-99.0	0.0	29.81	28.2	-99.0	2.0	0.0	0.0	0.0	0.0	60.23	162.9	86.92	131.22	170.22	46.5	0.0	0.0	56.81	0.0	-99.0	-99.0	60.4	141.71	86.62	91.40000055	-99.0	0.0	-99.0	-99.0	0.0	0.0	0.0	-99.0	160.7	250.11	162.1	242.8	79.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.8	-99.0	100.0	47.7	12.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2	107.5	151.41	48.1	115.5	8.3	31.8	0.0	16.3	0.0	0.0	0.5	45.41	128.5	118.6	65.5	27.4	0.0	0.0	8.2	0.0	0.0	0.0	0.0	62.31	116.0	125.9	172.0	34.0	0.0	2.0	15.6	0.01	0.0	0.0	7.8	
RECMX	(1133)	MEX	RECTORIA	86	-99.6	19.21	-99.0	-99.0	-99.0	-99.0	49.2	-99.0	140.6	-99.0	198.0	-99.0	-99.0	-99.0	-99.0	-99.0	8.01	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	8.4	27.7	0.0	34.7	56.0	65.1	194.5	62.6	151.5	168.8	-99.0	12.9	-99.0	-99.0	-99.0	0.4	-99.0	7.3	55.0	163.7	134.8	147.8	58.3	39.9	60.0	29.8	0.0	0.1	34.4	24.3	87.8	60.7	187.8	223.0	104.2	92.0	0.0	-99.0	16.8	20.3	5.43	75.7	75.9	177.93	-99.0	184.7	114.4	114.41	34.71	-99.0	2.62	14.0	14.85	17.84	25.92	118.54	119.2	187.73	127.22	115.93	70.1	-99.0	0.7	6.7	7.3	26.4	7.77	-99.0	113.72	117.32	199.4999944	-99.0	0.0	-99.0	0.0	5.3	15.32	14.5	50.9	118.62	89.13	-99.0	120.7	73.1	-99.0	-99.0	11.61	-99.0	22.1	65.3	-99.0	181.9	-99.0	182.1	-99.0	63.02	-99.0	-99.0	-99.0	0.0	8.03	-99.0	-99.0	-99.0	241.6	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.9	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
TTQMX	(1134)	MEX	TAJO DE TEQUIXQUIAC	138	-99.13	19.91	-99.0	-99.0	-99.0	-99.0	72.5	118.5	213.7	73.0	101.8	47.3	4.0	9.5	-99.0	0.0	15.0	29.5	90.3	157.3	111.0	77.3	123.0	42.7	-99.0	-99.0	8.0	2.0	27.8	19.0	76.0	96.0	114.8	78.5	142.3	8.2	5.0	23.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	34.4	21.3	58.0	71.5	105.0	56.5	88.0	12.5	11.0	0.0	9.0	21.0	12.02	39.6	24.0	139.53	-99.0	159.6	147.06	110.05	50.03	3.0	9.51	5.5	0.01	19.54	1.03	87.04	142.1	90.05	42.57	84.57	4.0	0.0	4.0	0.5	30.0	25.6	54.54	64.5	181.04	140.09	108.56	-99.0	0.0	1.0	0.0	0.0	0.01	38.5	42.5	170.04	193.58	148.3	307.5	33.0	0.0	0.0	6.03	3.5	6.0	17.0	21.01	126.0	-99.0	134.5	50.5	10.51	21.02	2.5	0.01	0.0	41.51	-99.0	58.34	-99.0	99.58	80.06	10.1	31.54	73.5	28.83	12.5	16.01	0.0	12.02	35.07	95.02	207.52	104.54	106.15	29.01	-99.0	-99.0	15.5	13.6	0.04	37.5	101.06	147.07	254.53	100.56	144.04	29.0	0.0	3.53	5.0	0.0	41.52	21.52	94.42	
HLOOX	(1135)	OAX	HUAJ. DE LEON OBSERV	132	-97.78	17.8	-99.0	-99.0	-99.0	-99.0	13.8	91.2	77.0	45.0	224.6	53.9	32.8	2.3	-99.0	0.0	3.5	13.0	194.4	276.0	102.2	82.7	121.3	156.1	10.4	6.8	0.0	0.0	39.9	78.9	83.6	89.4	108.8	58.5	207.5	45.9	11.4	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	8.7	27.03	92.8	73.0	174.7	-99.0	144.1	178.11	43.61	29.21	1.3	1.8	0.0	2.9	4.91	31.83	202.9	199.8	199.61	80.91	140.72	10.5	0.0	0.0	0.02	0.0	52.9	34.61	159.0	144.94	168.11	288.4000005	-99.0	0.0	1.7	9.5	0.1	0.1	11.6	81.5	282.9	152.6	96.7	223.5	55.1	0.0	0.0	6.4	2.7	9.6	21.3	13.2	39.0	-99.0	170.6	141.5	24.41	12.9	8.8	0.0	1.3	4.8	19.3	87.9	35.72	96.5	180.91	11.8	35.32	61.61	5.11	0.0	11.71	0.0	6.42	18.82	168.91	299.91	167.12	223.01	48.53	9.4	0.0	11.2	10.4	9.3	34.81	234.51	224.1	86.7	132.3	110.7	36.4	0.0	0.3	0.0	0.0	27.51	26.4	53.31	
AHMSI	(1136)	SIN	AHOME	73	-109.18	25.92	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	23.0	-99.0	-99.0	8.9	2.5	11.5	-99.0	0.0	-99.0	-99.0	0.0	2.0	95.0	-99.0	-99.0	3.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	14.5	0.0	0.0	0.0	37.0	-99.0	112.0	474.5	4.0	0.0	63.5	8.51	0.0	6.0	0.0	0.0	4.61	15.5	149.21	114.5	25.0	-99.0	-99.0	0.0	6.0	2.5	1.5	0.0	0.0	21.5	36.5	110.0	-99.0	9.0	-99.0	26.5	0.0	0.0	4.6	0.0	0.5	-99.0	-99.0	34.5	113.0	4.5	31.5	0.0	-99.0	0.0	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	6.5	31.01	0.5	11.0	0.8	-99.0	0.0	3.0	1.5	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.7	8.0	44.5	0.0	0.0	0.0	0.0	
